date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:40:01	100003/100003	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-5/03.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_5/03.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-5.html)
12:40:02	89613/89613	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-5/02.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_5/02.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-5.html)
12:40:02	222440/222440	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-6/02.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_6/02.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-6.html)
12:40:02	160523/160523	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-6/03.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_6/03.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-6.html)
12:40:03	27057/27057	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-7/02.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_7/02.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-7.html)
12:40:03	36903/36903	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-7/03.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_7/03.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-7.html)
12:40:03	34719/34719	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-7/05.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_7/05.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-7.html)
12:40:03	65657/65657	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-7/06.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_7/06.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-7.html)
12:40:04	98978/98978	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-9/02.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_9/02.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-9.html)
12:40:04	49176/49176	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-9/03.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_9/03.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-9.html)
12:40:05	2043/2043	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/rYZqPCBaG70.png	C:/My%20Web%20Sites/J_without_wallpaper/STATIC_X/RSRC_PHP/V3/YP/R/RYZQPCBA.PNG	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:05	4390/4390	---M-Z	200	added ('OK')	text/css	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yq/l/0,cross/oJmBVM_V6MT.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/J_without_wallpaper/STATIC_X/RSRC_PHP/V3/YQ/L/0_CROSS/OJMBVM_V.CSS	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:06	67029/67029	---M-Z	200	added ('OK')	text/css	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yc/l/0,cross/Er5nuxfURmg.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/J_without_wallpaper/STATIC_X/RSRC_PHP/V3/YC/L/0_CROSS/ER5NUXFU.CSS	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:06	25257/25257	---M-Z	200	added ('OK')	text/css	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/0Au5DGXYHGf.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/J_without_wallpaper/STATIC_X/RSRC_PHP/V3/Y4/L/0_CROSS/0AU5DGXY.CSS	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:06	761/761	---M-Z	200	added ('OK')	text/css	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yc/l/0,cross/28bZN702Ikw.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/J_without_wallpaper/STATIC_X/RSRC_PHP/V3/YC/L/0_CROSS/28BZN702.CSS	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:07	348100/348100	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yQ/r/CsbMFb4j5Ek.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/J_without_wallpaper/STATIC_X/RSRC_PHP/V3/YQ/R/CSBMFB4J.JS	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:07	8731/8731	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/ym/r/36B424nhiL4.svg	C:/My%20Web%20Sites/J_without_wallpaper/STATIC_X/RSRC_PHP/YM/R/36B424NH.SVG	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:07	2648/2648	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/yz/r/lOol7j-zq4u.svg	C:/My%20Web%20Sites/J_without_wallpaper/STATIC_X/RSRC_PHP/YZ/R/LOOL7J_Z.SVG	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:09	146714/146714	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Jul%202022%2007:12:59%20GMT	https://api.whatsapp.com/send/wmBMUF	C:/My%20Web%20Sites/J_without_wallpaper/API_WHA/SEND/WMBMUF_5.DEL.delayed	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:09	146715/146715	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Jul%202022%2007:12:59%20GMT	https://api.whatsapp.com/send/vgA9nU	C:/My%20Web%20Sites/J_without_wallpaper/API_WHA/SEND/VGA9NU	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:10	146716/146716	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Jul%202022%2007:13:00%20GMT	https://api.whatsapp.com/send/7xqofE	C:/My%20Web%20Sites/J_without_wallpaper/API_WHA/SEND/7XQOFE	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:10	146714/146714	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Jul%202022%2007:13:00%20GMT	https://api.whatsapp.com/send/s8Kce6	C:/My%20Web%20Sites/J_without_wallpaper/API_WHA/SEND/S8KCE6	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:11	146713/146713	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Jul%202022%2007:13:00%20GMT	https://api.whatsapp.com/send/+wER+s	C:/My%20Web%20Sites/J_without_wallpaper/API_WHA/SEND/_WER_S	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:11	146713/146713	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Jul%202022%2007:13:01%20GMT	https://api.whatsapp.com/send/YRC5Kc	C:/My%20Web%20Sites/J_without_wallpaper/API_WHA/SEND/YRC5KC	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:11	146713/146713	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Jul%202022%2007:13:01%20GMT	https://api.whatsapp.com/send/xiU9HV	C:/My%20Web%20Sites/J_without_wallpaper/API_WHA/SEND/XIU9HV	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:12	146716/146716	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Jul%202022%2007:13:02%20GMT	https://api.whatsapp.com/send/zCIrky	C:/My%20Web%20Sites/J_without_wallpaper/API_WHA/SEND/ZCIRKY	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:12	146712/146712	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Jul%202022%2007:13:02%20GMT	https://api.whatsapp.com/send/CZScsy	C:/My%20Web%20Sites/J_without_wallpaper/API_WHA/SEND/CZSCSY	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:13	146711/146711	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Jul%202022%2007:13:03%20GMT	https://api.whatsapp.com/send/u_0_7_8	C:/My%20Web%20Sites/J_without_wallpaper/API_WHA/SEND/U_0_7_8	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:13	27814/27814	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y8/r/oxK8E2_UQWq.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/J_without_wallpaper/STATIC_X/RSRC_PHP/V3/Y8/R/OXK8E2_U.JS	(from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:19	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:05%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/profile-loader.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/PROFILE_.JPG	(from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:40:19	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:05%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/clients/client-5d.png	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/CLIENTS/CLIENT_5.PNG	(from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:40:19	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:05%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/clients/client-3d.png	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/CLIENTS/CLIENT_3.PNG	(from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:40:19	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:05%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/profile-2.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/PROFIL-2.JPG	(from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:40:19	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:05%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/comment-4.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/COMMENT_.JPG	(from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:40:19	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:05%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/clients/client-4d.png	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/CLIENTS/CLIENT_4.PNG	(from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:40:19	44841666/44841666	---M--	200	added ('OK')	image/gif	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-2/05.gif	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_2/05.GIF	(from https://html.tavonline.co/hagen/without-wrapper/work-2.html)
12:40:24	77179/77179	---M--	200	added ('OK')	text/css	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/css/assets.css	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/CSS/ASSETS.CSS	(from https://html.tavonline.co/hagen/without-wrapper/css/main.css)
12:40:29	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:13%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/clients/client-6d.png	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/CLIENTS/CLIENT_6.PNG	(from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:40:29	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:14%20GMT	https://html.tavonline.co/hagen/without-wrapper/js/main.js	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/JS/MAIN.JS	(from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:40:29	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:14%20GMT	https://html.tavonline.co/hagen/without-wrapper/js/jquery.js	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/JS/JQUERY.JS	(from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:40:29	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:14%20GMT	https://html.tavonline.co/hagen/without-wrapper/js/map.js	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/JS/MAP.JS	(from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:40:31	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:15%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-1/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_1/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:40:31	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:20%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-8/video.mp4	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_8/VIDEO.MP4	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:40:31	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:20%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-2/01-grid.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_2/01_GRID.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:40:31	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:20%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-8/03.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_8/03.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:40:31	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:20%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-3/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_3/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:40:31	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:20%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-5/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_5/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:40:31	671/671	---M--	200	added ('OK')	text/css	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/css/color.css	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/CSS/COLOR.CSS	(from https://html.tavonline.co/hagen/without-wrapper/css/main.css)
12:40:31	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:21%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-7/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_7/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:40:32	2369/2369	---M--	200	added ('OK')	text/css	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/css/normalize.css	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/CSS/NORMALIZ.CSS	(from https://html.tavonline.co/hagen/without-wrapper/css/main.css)
12:40:32	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:21%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-9/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_9/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:40:32	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:21%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-4/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_4/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:40:32	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:22%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/bg.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/BG.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:40:32	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:22%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-6/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_6/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:40:32	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:22%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/blog-2.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/BLOG_2.JPG	(from https://html.tavonline.co/hagen/without-wrapper/blog.html)
12:40:32	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:22%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/blog-1.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/BLOG_1.JPG	(from https://html.tavonline.co/hagen/without-wrapper/blog.html)
12:40:32	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:22%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/blog-3.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/BLOG_3.JPG	(from https://html.tavonline.co/hagen/without-wrapper/blog.html)
12:40:32	35868/35868	---M--	200	added ('OK')	font/ttf	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/icon-fonts/flat-icon/flaticon.ttf?36d09e510abf059043c2ae19f3d6fc33	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/ICON_FON/FLAT_ICO/FLATICON.TTF	(from https://html.tavonline.co/hagen/without-wrapper/icon-fonts/flat-icon/flaticon.css)
12:40:33	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:22%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/blog-4.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/BLOG_4.JPG	(from https://html.tavonline.co/hagen/without-wrapper/blog.html)
12:40:33	20044/20044	---M--	200	added ('OK')	font/woff	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/icon-fonts/flat-icon/flaticon.woff?36d09e510abf059043c2ae19f3d6fc33	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/ICON_FON/FLAT_ICO/FLATICON.WOF	(from https://html.tavonline.co/hagen/without-wrapper/icon-fonts/flat-icon/flaticon.css)
12:40:33	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:23%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/blog-5.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/BLOG_5.JPG	(from https://html.tavonline.co/hagen/without-wrapper/blog.html)
12:40:33	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:23%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/blog-6.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/BLOG_6.JPG	(from https://html.tavonline.co/hagen/without-wrapper/blog.html)
12:40:33	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:23%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-1/02.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_1/02.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-1.html)
12:40:33	16676/16676	---M--	200	added ('OK')	font/woff2	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/icon-fonts/flat-icon/flaticon.woff2?36d09e510abf059043c2ae19f3d6fc33	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/ICON_FON/FLAT_ICO/FLATIC-2.WOF	(from https://html.tavonline.co/hagen/without-wrapper/icon-fonts/flat-icon/flaticon.css)
12:40:34	36036/36036	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/icon-fonts/flat-icon/flaticon.eot?36d09e510abf059043c2ae19f3d6fc33	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/ICON_FON/FLAT_ICO/FLATICON.EOT	(from https://html.tavonline.co/hagen/without-wrapper/icon-fonts/flat-icon/flaticon.css)
12:40:34	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:24%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-1/03.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_1/03.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-1.html)
12:40:34	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:24%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-2/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_2/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-2.html)
12:40:34	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2016%20Jul%202022%2007:13:24%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-2/02.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_2/02.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-2.html)
